SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,Discount,Tax,PaymentMethod,ShippingAddress,ShippingDate,DeliveryStatus
365,2020-03-18,595,12,10,222.48,4199.75,0.02,0.12,Cash,"21795 Tyler Bridge Apt. 028
Stephaniemouth, WA 18717",2021-02-14,Cancelled
366,2021-03-09,916,151,18,88.81,1124.41,0.1,0.01,Debit Card,"5742 Lucero Drive Apt. 177
South Michael, OK 61211",2023-07-20,Delivered
367,2020-06-18,315,111,18,99.06,7459.22,0.11,0.09,Debit Card,"2460 Williams Roads Suite 311
Carpenterhaven, IL 50604",2023-04-04,Pending
368,2021-03-30,7,21,20,85.99,659.1,0.02,0.04,Online Payment,"815 William Points
East Rebeccamouth, AL 82125",2023-07-14,Pending
369,2023-05-04,124,112,12,106.56,1787.6,0.27,0.17,Online Payment,"4121 Mercer Inlet Apt. 243
Heathertown, DE 79263",2020-03-10,Cancelled
370,2020-04-03,93,150,10,227.99,3330.98,0.26,0.06,Debit Card,"145 Stewart Rest
Smithberg, ME 57883",2022-02-23,Shipped
371,2023-02-08,630,63,6,155.39,7690.78,0.21,0.16,Online Payment,"72775 Paul Circles Apt. 317
New Nicole, SC 52976",2023-11-13,Pending
372,2021-05-30,873,79,15,270.31,690.06,0.13,0.04,Credit Card,"Unit 3358 Box 8860
DPO AE 28509",2020-07-08,Pending
373,2023-05-22,30,22,20,369.0,6724.28,0.23,0.15,Credit Card,"2583 Johnson Tunnel
Wustad, NC 58103",2020-11-15,Shipped
374,2021-09-02,816,52,4,244.18,5518.87,0.07,0.02,Online Payment,"9465 Beck Run
Blevinsstad, NH 57947",2021-01-14,Pending
375,2022-12-18,558,194,7,109.81,5576.44,0.2,0.18,Credit Card,"1197 Bartlett Route Suite 137
Travisbury, UT 83113",2021-11-27,Cancelled
376,2020-12-20,647,121,13,151.19,8307.69,0.28,0.14,Credit Card,"99967 Leslie Village
Bellhaven, MN 28418",2020-06-21,Pending
377,2021-09-05,315,13,6,438.88,9484.57,0.23,0.08,Online Payment,"PSC 2089, Box 1392
APO AE 24094",2021-06-26,Shipped
378,2023-02-08,375,130,19,294.01,3402.01,0.12,0.17,Credit Card,"09201 Cynthia Freeway Suite 755
New Lisafort, NH 62963",2022-01-19,Shipped
379,2022-02-21,356,88,6,194.89,5563.06,0.08,0.16,Online Payment,"50061 Jacobs Drive Suite 174
North Kara, OR 31565",2021-08-10,Delivered
380,2022-04-15,342,94,14,200.05,3122.12,0.24,0.07,Online Payment,"970 Patterson Points Apt. 624
West Richardfurt, KS 59592",2020-03-21,Pending
381,2021-04-02,373,142,17,491.87,735.24,0.14,0.14,Cash,"8934 Burton Street Apt. 034
Craigberg, NJ 87897",2021-10-27,Pending
382,2022-12-16,931,93,15,421.58,9117.3,0.28,0.03,Cash,"517 Weeks Roads
Phillipsberg, MD 77164",2020-11-09,Shipped
383,2021-12-29,457,49,12,389.61,5723.86,0.08,0.15,Credit Card,"136 Clark Isle
Port Joshuaville, NE 50402",2021-12-19,Cancelled
384,2022-08-20,770,177,14,334.64,6902.31,0.05,0.12,Cash,"623 Robinson Extensions Suite 775
Josephmouth, MO 28320",2020-08-09,Cancelled
385,2023-06-06,143,117,3,32.18,4924.1,0.05,0.13,Debit Card,"956 Carter Roads
North Scottberg, GA 74714",2021-02-08,Delivered
386,2020-01-30,698,198,8,256.17,4937.32,0.02,0.09,Debit Card,"439 Williams Groves
Jerrybury, TN 19648",2022-04-22,Delivered
387,2023-10-01,470,127,16,340.09,8662.99,0.3,0.11,Online Payment,"Unit 4239 Box 6907
DPO AP 24215",2022-06-08,Shipped
388,2023-03-05,366,88,16,353.93,2762.24,0.12,0.11,Credit Card,"4628 Murphy Hills
North Michaelborough, MT 73634",2022-03-09,Cancelled
389,2021-12-05,798,81,4,426.51,615.86,0.22,0.17,Credit Card,"USCGC Skinner
FPO AA 98656",2021-04-24,Shipped
390,2020-12-14,693,140,2,177.38,209.5,0.19,0.11,Cash,"762 Evans Pass Suite 015
Jamesfurt, NE 82145",2021-03-01,Delivered
391,2023-06-12,796,178,18,157.4,5290.76,0.04,0.07,Credit Card,"491 Greene Stream Apt. 613
West Michaelchester, TN 14101",2020-12-21,Pending
392,2021-09-22,589,60,8,57.03,4519.75,0.18,0.06,Credit Card,"USS Evans
FPO AA 12734",2022-06-20,Cancelled
393,2023-09-25,613,47,14,499.21,578.19,0.21,0.1,Online Payment,"2410 Eric Square Apt. 525
Blackburnton, OH 68752",2022-09-04,Shipped
394,2023-12-18,897,59,16,330.17,1276.77,0.16,0.03,Debit Card,"3677 Steven Road
Alvaradotown, SC 97083",2021-08-07,Pending
395,2022-03-15,78,66,18,453.34,5147.15,0.05,0.16,Debit Card,"13082 Cooper Prairie
West Benjaminberg, MN 50520",2020-06-03,Cancelled
396,2022-09-11,59,169,15,446.74,4459.84,0.28,0.07,Cash,"35607 Potter Ports
New Amberstad, MD 30323",2023-05-25,Shipped
397,2023-01-23,248,67,7,92.95,1561.0,0.21,0.03,Debit Card,"49396 Robertson Mountains Apt. 752
New Kimberly, UT 40382",2022-09-23,Cancelled
398,2023-09-09,597,168,1,208.35,9345.57,0.12,0.07,Debit Card,"85942 Gabriel Radial
Lake Alexis, MD 62880",2020-12-09,Pending
399,2023-06-05,195,71,19,41.8,1059.78,0.13,0.2,Cash,"686 Andrea Plains Apt. 542
Lake Sarabury, NE 06821",2021-03-17,Pending
400,2021-12-19,507,162,9,301.43,1211.27,0.22,0.12,Credit Card,"280 Connie Plains
South Robertbury, TX 33516",2023-06-11,Pending
401,2021-12-02,345,10,3,339.78,7170.9,0.07,0.01,Online Payment,"30215 Jenkins Lane Apt. 079
Masonville, SC 99477",2021-12-31,Pending
402,2020-08-24,66,154,8,377.25,7813.07,0.11,0.12,Cash,"5102 Brenda Drive
North Michaelberg, CO 65102",2021-07-12,Pending
403,2020-02-12,133,131,2,81.65,6432.25,0.14,0.05,Online Payment,"8040 Alexander Burg
Haneymouth, CA 73324",2020-03-02,Cancelled
404,2021-07-04,276,9,12,397.27,8803.28,0.22,0.03,Debit Card,"2795 Colin Cove
Smithport, SD 02126",2020-01-08,Delivered
405,2020-05-20,182,38,13,434.48,9423.77,0.23,0.02,Credit Card,"24609 Kristopher Viaduct
East Michelleview, NH 73104",2021-08-04,Cancelled
406,2021-02-06,882,113,17,145.1,1329.02,0.02,0.03,Credit Card,"139 Christopher Tunnel
South Danielside, RI 90529",2022-09-23,Pending
407,2023-03-05,789,33,8,453.36,8736.13,0.24,0.12,Online Payment,"9150 Rivers Viaduct Suite 327
Port Charles, MI 60680",2020-05-21,Shipped
408,2020-02-27,136,32,5,348.14,5201.56,0.19,0.04,Online Payment,"597 Walters Islands
South Austinmouth, MD 11126",2023-10-21,Delivered
409,2020-09-05,317,44,9,158.13,595.22,0.29,0.07,Credit Card,"11142 Wagner Radial
Port Dianaton, MI 34124",2023-12-03,Shipped
410,2020-07-16,623,175,4,116.34,2691.05,0.0,0.09,Cash,"9471 Paul Island Apt. 687
Lake Chadfort, UT 05056",2020-08-20,Shipped
411,2022-11-18,976,152,17,460.85,6013.87,0.09,0.04,Cash,"19244 April Overpass
Brooksfort, UT 29597",2021-10-17,Pending
412,2023-10-25,854,3,13,274.78,918.65,0.05,0.02,Debit Card,"PSC 4731, Box 5572
APO AE 60880",2020-01-25,Cancelled
413,2022-05-05,131,138,5,21.17,9859.33,0.03,0.08,Cash,"895 Gonzalez Lodge
Mikeborough, AZ 28314",2022-01-26,Shipped
414,2023-03-03,164,64,8,238.51,9249.42,0.12,0.01,Credit Card,"1007 Green Hollow Apt. 844
West Penny, NM 98385",2022-08-15,Delivered
415,2022-09-25,364,31,10,90.15,9808.52,0.18,0.12,Debit Card,"795 Ryan Bridge Suite 516
West Dawnshire, WI 10544",2021-11-12,Delivered
416,2020-06-26,772,196,13,365.31,5772.83,0.15,0.17,Cash,"816 Hamilton Knoll Apt. 416
East Oscarhaven, NM 15388",2021-07-17,Cancelled
417,2021-04-10,206,137,18,188.69,5195.39,0.03,0.17,Debit Card,"799 Weaver Green Apt. 302
New Annetteville, MT 06495",2020-08-13,Shipped
418,2022-01-15,698,112,20,360.13,3418.29,0.23,0.03,Cash,"37518 Michael Isle
Harrisonville, MS 12431",2023-05-27,Delivered
419,2020-12-31,502,122,10,408.42,1578.64,0.29,0.08,Cash,"374 Cobb Roads
South Frank, IN 74353",2023-04-16,Delivered
420,2020-09-30,984,83,12,64.77,6183.93,0.04,0.17,Online Payment,"850 Parker Vista
Lake Jesseside, AK 59168",2022-07-17,Delivered
421,2022-02-18,185,104,13,356.14,9961.91,0.03,0.0,Debit Card,"464 Holmes Mall Suite 094
Leonburgh, NC 31636",2023-04-11,Pending
422,2020-01-04,281,65,19,253.87,2595.83,0.21,0.13,Cash,"19354 Fuller Roads
East Cristian, FL 26023",2020-04-07,Delivered
423,2023-02-12,858,43,2,437.3,8899.51,0.26,0.14,Cash,"USNS Yang
FPO AP 09023",2023-06-06,Pending
424,2021-01-31,901,156,2,107.51,4467.87,0.2,0.03,Online Payment,"2558 Dale Knolls
North Thomas, RI 25643",2020-06-03,Cancelled
425,2020-10-01,195,73,11,479.45,2804.68,0.25,0.13,Debit Card,"1087 Jason Falls Apt. 992
West Jerry, IN 99441",2021-10-05,Cancelled
426,2023-10-05,758,8,8,176.77,3764.68,0.28,0.0,Credit Card,"551 Powell Oval
South Timothy, ID 74706",2023-10-06,Shipped
427,2020-07-02,949,29,9,160.94,7346.45,0.2,0.11,Cash,"35664 Smith Oval
Sherrymouth, DE 06604",2022-08-25,Shipped
428,2023-08-28,20,23,7,471.99,8212.95,0.24,0.06,Debit Card,"8417 Michael Camp Apt. 277
South Karenmouth, SD 51047",2023-12-01,Delivered
429,2020-03-24,455,76,9,124.43,7727.47,0.05,0.11,Online Payment,"123 Solomon Plaza Suite 294
South Charlesstad, PA 16003",2022-06-23,Delivered
430,2020-07-20,929,37,8,336.67,1807.2,0.24,0.05,Debit Card,"7226 Jeffrey Isle
Maryland, OH 95166",2023-01-19,Pending
431,2020-07-18,480,142,17,247.62,7576.16,0.02,0.11,Debit Card,"872 Smith Mountains
Smithland, SD 77752",2023-07-10,Shipped
432,2022-11-16,996,103,16,319.52,741.54,0.29,0.06,Online Payment,"8612 Patterson Branch Suite 595
Sharonmouth, MT 20662",2020-08-31,Delivered
433,2021-10-25,42,73,14,40.43,3175.6,0.17,0.12,Online Payment,"54207 Brown View Apt. 540
Justinberg, IL 89538",2023-12-26,Cancelled
434,2020-09-28,559,112,2,226.1,300.81,0.26,0.06,Cash,"Unit 7598 Box 0678
DPO AP 39193",2021-08-23,Pending
435,2023-10-29,582,129,14,136.42,9534.31,0.08,0.08,Debit Card,"9912 Monique Garden Suite 716
Hernandezchester, LA 05784",2022-12-18,Delivered
436,2021-11-24,96,81,6,298.92,3766.86,0.12,0.05,Credit Card,"46787 Garcia Point Apt. 292
New Andrea, CA 19592",2020-07-21,Cancelled
437,2020-03-30,444,163,7,177.27,8295.5,0.27,0.16,Debit Card,"713 Debbie Shoals
Chadville, MN 64165",2020-11-27,Cancelled
438,2021-11-01,395,174,4,440.53,5770.11,0.27,0.09,Debit Card,"760 Randall Street Suite 847
Lake Kathryn, OK 71996",2022-08-09,Delivered
439,2021-09-19,302,19,8,54.51,1813.08,0.14,0.11,Credit Card,"25007 Lee Rapids Apt. 418
Jasonmouth, WY 39709",2020-05-29,Delivered
440,2021-09-12,721,169,14,231.78,3841.97,0.05,0.1,Debit Card,"807 Zimmerman Canyon Apt. 421
North William, VT 50205",2023-09-11,Pending
441,2021-05-28,727,111,6,321.3,9448.94,0.01,0.17,Online Payment,"62931 Edward Viaduct Apt. 234
Kevinfurt, IL 64648",2021-01-08,Pending
442,2021-08-12,613,176,15,140.4,9550.19,0.18,0.08,Debit Card,"323 Morgan Harbor
Annamouth, DC 77548",2022-11-10,Cancelled
443,2021-12-24,15,64,2,48.05,8098.79,0.29,0.11,Debit Card,"87116 Green Brook Apt. 920
New Kristiberg, MA 96425",2021-03-30,Pending
444,2023-12-16,176,37,6,179.65,6252.9,0.18,0.04,Credit Card,"9451 Perkins Landing Suite 024
East Jenniferchester, WI 83360",2021-01-19,Pending
445,2021-11-14,165,121,4,182.49,1032.39,0.07,0.05,Debit Card,"USNS Mosley
FPO AA 18606",2022-07-07,Pending
446,2022-03-28,834,148,7,116.44,7540.4,0.23,0.03,Online Payment,"84968 Kimberly Rue
West Christopher, TN 16915",2023-11-29,Pending
447,2023-09-12,252,95,5,203.94,808.07,0.26,0.08,Debit Card,"22758 Bryan Ridges
South Melindaside, NY 94843",2020-07-09,Delivered
448,2020-08-30,227,38,5,389.25,4235.77,0.22,0.02,Online Payment,"146 Martin Expressway Apt. 871
North Scottborough, IA 56481",2021-04-26,Pending
449,2020-01-09,861,83,13,354.63,3878.83,0.3,0.11,Cash,"USNV Carlson
FPO AE 31635",2020-01-23,Cancelled
450,2023-07-01,385,100,11,37.48,1671.36,0.07,0.08,Credit Card,"344 Nicholas Crossroad Suite 381
East Melissa, LA 23939",2023-04-16,Cancelled
451,2021-11-04,805,194,12,133.56,6915.97,0.14,0.02,Cash,"8861 Bobby Corners
West Roychester, ME 74635",2023-08-17,Cancelled
452,2021-08-03,527,12,19,168.82,4620.45,0.16,0.11,Debit Card,"Unit 9097 Box 8047
DPO AE 80550",2023-09-07,Delivered
453,2022-01-30,226,118,8,286.74,6542.58,0.09,0.15,Debit Card,"2190 Amanda Roads Apt. 394
Gilbertchester, AL 90176",2023-10-25,Pending
454,2021-12-06,606,105,18,39.56,7855.68,0.29,0.14,Cash,"USNS Robles
FPO AA 06002",2022-03-06,Shipped
455,2022-04-01,78,104,11,241.09,1570.4,0.26,0.15,Cash,"645 Brian Crescent Suite 750
West Marymouth, NC 56043",2020-06-06,Shipped
456,2020-09-12,623,85,17,390.45,5950.52,0.01,0.01,Credit Card,"26118 Brianna Lodge Apt. 767
Lamtown, KY 69932",2021-11-26,Cancelled
457,2022-01-31,737,40,11,325.89,8926.03,0.08,0.04,Cash,"39508 Jared Cliffs
South Samanthachester, ME 58330",2020-07-11,Delivered
458,2021-09-26,558,8,6,382.68,6473.85,0.02,0.17,Credit Card,"934 Stacey Point
Andreahaven, MS 20531",2021-06-06,Delivered
459,2021-10-19,410,71,7,216.03,3538.6,0.03,0.05,Debit Card,"8386 Payne Village Suite 455
Adamsmouth, WY 38034",2021-04-21,Shipped
460,2021-11-27,358,131,13,479.14,760.69,0.08,0.09,Credit Card,"63966 Taylor Wells Apt. 347
Lake Carol, MO 40639",2023-05-19,Shipped
461,2023-07-14,507,38,11,309.02,8647.68,0.27,0.09,Cash,"91404 Philip Stream
West John, GA 23992",2023-09-19,Cancelled
462,2020-05-06,585,8,18,481.07,8399.3,0.29,0.06,Debit Card,"3522 Michael Way
East Williamview, AL 33616",2020-05-26,Shipped
463,2021-12-04,591,77,20,499.43,8465.33,0.25,0.15,Cash,"05088 Susan Isle Apt. 970
Danaberg, ND 72231",2021-06-21,Pending
464,2022-02-05,479,116,5,324.59,9695.65,0.28,0.02,Debit Card,"86923 Dunn Trafficway Suite 100
New Richard, KS 24977",2023-08-22,Cancelled
465,2020-07-06,106,66,19,117.62,2338.61,0.28,0.02,Online Payment,"6322 Damon Forest
West Tinashire, IL 01130",2021-10-11,Delivered
466,2023-09-11,824,25,6,421.08,9879.79,0.02,0.09,Cash,"7543 Yates Brook Suite 811
Brownshire, TX 14625",2022-07-10,Delivered
467,2021-03-27,256,152,6,353.01,1646.53,0.28,0.13,Online Payment,"3897 Farley Villages Apt. 640
West Tashashire, OH 55991",2020-10-31,Cancelled
468,2021-06-14,83,157,2,354.51,2703.96,0.18,0.08,Debit Card,"764 John Tunnel
North Devinview, KY 98136",2022-06-29,Shipped
469,2022-05-04,793,135,17,102.14,9205.24,0.08,0.12,Debit Card,"53924 Perez Mountain Apt. 713
Smithside, VA 97586",2022-09-03,Delivered
470,2023-10-07,287,134,12,24.33,5108.7,0.26,0.18,Debit Card,"250 Lara Branch Suite 195
South Mckenzie, OH 67974",2020-12-18,Delivered
471,2020-12-09,928,94,4,397.53,937.73,0.27,0.05,Online Payment,"70722 Martin Square Apt. 134
New Tracy, CO 87215",2021-04-17,Delivered
472,2022-10-07,439,109,15,275.5,8065.04,0.1,0.02,Debit Card,"96079 Mcguire Trace Suite 724
Mooreton, WA 98352",2021-09-27,Delivered
473,2022-02-15,961,58,19,473.35,7785.09,0.11,0.16,Online Payment,"59092 Whitney Station
Chenborough, IL 70044",2023-08-08,Shipped
474,2020-04-24,632,135,11,213.94,4890.52,0.07,0.16,Online Payment,"22179 Hutchinson Wall
North Jennifer, LA 15732",2023-11-26,Delivered
475,2020-11-08,475,37,5,392.45,9188.24,0.02,0.06,Debit Card,"Unit 9249 Box 0936
DPO AE 82805",2023-08-31,Cancelled
476,2022-12-28,649,175,8,316.07,7543.98,0.11,0.08,Online Payment,"0170 Shawn Plaza Suite 393
Torresmouth, DE 17817",2020-01-23,Pending
477,2023-01-18,561,82,5,90.57,1954.51,0.09,0.11,Online Payment,"64825 Courtney Path
Debbieland, KS 92445",2020-06-16,Delivered
478,2022-03-04,644,5,18,252.05,4156.06,0.07,0.14,Credit Card,"0992 Sanchez Stream
North Michelleborough, AR 88212",2020-02-19,Shipped
479,2023-05-07,567,171,17,16.75,6388.12,0.19,0.16,Credit Card,"451 Blake Mill
Chaveztown, NH 70188",2020-08-03,Delivered
480,2021-05-19,440,41,2,91.39,7952.26,0.19,0.09,Debit Card,"69616 Brian Hill Apt. 835
Lauraton, ND 89947",2020-11-30,Cancelled
481,2023-02-13,525,146,3,45.59,6701.66,0.1,0.11,Online Payment,"890 Choi Manors Suite 189
Scottport, MD 80930",2021-09-05,Shipped
482,2020-12-23,48,159,4,312.07,1234.61,0.14,0.06,Online Payment,"287 Wolfe Field Apt. 045
Thomasburgh, MD 83548",2020-09-09,Delivered
483,2020-04-26,798,17,20,375.73,590.7,0.14,0.07,Credit Card,"48235 Michael Inlet
North Autumn, AK 80037",2021-09-29,Shipped
484,2020-12-12,493,29,7,89.49,5181.12,0.18,0.18,Debit Card,"0069 Hubbard Junction
West Heather, KY 50591",2020-10-14,Delivered
485,2021-05-27,109,43,12,103.72,1720.49,0.06,0.12,Cash,"220 Morales Knoll
Williamsland, CT 11215",2021-08-30,Shipped
486,2020-03-16,475,2,16,10.53,3447.33,0.16,0.06,Online Payment,"71846 Jasmine Hills Suite 951
Sallyfort, FL 17256",2022-11-02,Shipped
487,2022-11-15,329,168,4,127.78,2562.93,0.03,0.09,Online Payment,"75267 Johnson Ports Suite 066
West Patricia, ND 07374",2023-04-30,Cancelled
488,2021-11-05,867,122,10,346.24,480.04,0.06,0.11,Credit Card,"8572 Theodore Estates Suite 506
North Donaldton, NC 15381",2022-04-21,Pending
489,2020-12-22,191,16,18,452.09,9995.56,0.12,0.08,Online Payment,"4914 Baker Meadow Suite 992
Matthewchester, MS 45637",2023-10-18,Pending
490,2021-10-07,48,168,17,199.5,6357.36,0.02,0.18,Debit Card,"524 Phillips Green Suite 284
Lake Lauren, AK 35074",2021-12-07,Pending
491,2022-08-11,247,191,12,320.49,4549.59,0.09,0.01,Online Payment,"0617 Miller Valleys Apt. 132
Lake Samanthafort, WY 83020",2021-04-08,Pending
492,2020-08-06,485,102,4,182.93,4799.34,0.28,0.07,Cash,"6506 Mata Mountain
Tiffanychester, NE 98430",2023-10-27,Delivered
493,2022-04-15,199,9,15,79.04,5609.47,0.03,0.03,Cash,"130 Shelton Walks
New Willie, WA 24073",2021-12-24,Shipped
494,2023-04-04,615,142,7,354.94,4287.29,0.23,0.12,Credit Card,"06504 Mcmillan Drives Suite 969
Port Andrea, MO 93898",2020-02-21,Pending
495,2021-05-22,599,160,13,390.74,9067.41,0.04,0.06,Online Payment,"023 Jonathan Island
Kimberlytown, RI 76562",2023-12-25,Delivered
496,2021-08-02,548,21,8,236.38,4008.71,0.02,0.16,Debit Card,"55030 Nelson Spur
Lake Ginaberg, MS 19152",2022-06-13,Shipped
497,2020-02-06,83,53,19,175.87,5404.1,0.2,0.03,Cash,"3208 Francis Ports Apt. 099
Crystalview, OR 93914",2022-06-25,Cancelled
498,2021-05-09,923,149,2,432.25,7720.51,0.01,0.16,Credit Card,"335 Brooks Mall
Port Juliemouth, WA 78516",2021-06-30,Pending
499,2020-03-19,890,110,18,450.05,338.97,0.29,0.16,Cash,"9657 Garcia Mission
Port Sherishire, ID 40387",2022-01-08,Shipped
500,2020-06-04,971,161,15,174.36,685.57,0.21,0.01,Cash,"80600 Michelle Landing
Port Elijah, DE 59158",2020-01-14,Delivered
501,2020-04-21,892,192,3,402.59,8839.01,0.02,0.16,Online Payment,"28984 Dominguez Walks Suite 440
Jonathanland, TX 01153",2021-07-30,Shipped
502,2022-02-23,819,120,13,107.91,3042.12,0.12,0.06,Credit Card,"67122 Jonathan Parks
Bankston, KY 25070",2022-02-06,Cancelled
503,2023-11-27,267,44,12,450.86,1695.87,0.24,0.0,Credit Card,"268 Hill Mission Suite 348
Robertsshire, NH 75341",2023-05-09,Delivered
504,2023-09-30,577,182,14,113.0,9575.04,0.1,0.07,Online Payment,"7952 Elizabeth Inlet Apt. 746
Holmesburgh, UT 91961",2021-03-03,Cancelled
505,2022-03-16,428,147,7,195.93,4754.75,0.08,0.12,Cash,"5527 Erik Point Apt. 372
East Karen, NV 44403",2023-08-25,Shipped
506,2021-06-24,43,92,10,188.83,6403.62,0.0,0.19,Online Payment,"5260 Davis Harbors
Smithmouth, ND 39192",2020-01-09,Shipped
507,2022-02-02,841,135,10,231.96,9890.92,0.0,0.14,Online Payment,"8680 Connie Stream
North Jessicafurt, MA 08531",2021-04-23,Cancelled
508,2021-10-20,145,159,13,25.18,3334.42,0.29,0.17,Cash,"1991 Castro Lane Suite 950
South Adamfurt, NH 82665",2023-07-17,Delivered
509,2021-12-23,910,90,16,247.88,5542.1,0.03,0.09,Credit Card,"114 Henry Plain
Jessicafurt, KY 47628",2020-11-30,Cancelled
510,2023-05-31,781,194,9,49.53,7238.74,0.03,0.02,Debit Card,"67599 Tucker Mount Apt. 269
West Joshuashire, AL 37407",2022-03-25,Cancelled
511,2020-08-06,982,168,3,316.5,7584.12,0.15,0.06,Cash,"242 Carter Shoal Suite 321
Ayalaburgh, MT 50220",2020-09-24,Delivered
512,2021-12-05,289,138,15,118.06,4174.39,0.17,0.09,Online Payment,"4282 Catherine Greens
Foleychester, ID 37832",2023-05-11,Pending
513,2022-06-07,449,6,10,233.86,2640.58,0.05,0.01,Cash,"0489 Kevin River Apt. 433
Katiebury, NJ 33174",2023-05-07,Cancelled
514,2023-05-27,859,184,9,377.69,3366.23,0.04,0.14,Credit Card,"34634 Hall Motorway Suite 330
Phillipshaven, MT 64902",2023-03-03,Cancelled
515,2021-03-29,259,187,11,480.17,8440.89,0.17,0.15,Credit Card,"5499 Priscilla Well Suite 487
Hernandeztown, AR 60211",2020-07-23,Shipped
516,2021-03-04,678,161,13,272.57,8719.65,0.03,0.0,Online Payment,"608 Morales Bypass
South Samuelchester, MO 54701",2021-02-22,Shipped
517,2020-08-24,249,35,15,177.22,6354.08,0.04,0.12,Online Payment,"678 Daniel Village
Mileshaven, OR 89993",2022-12-30,Pending
518,2020-10-05,213,184,13,5.25,8733.52,0.13,0.02,Cash,"739 Joshua Junction
Deleonchester, ID 88585",2023-10-30,Pending
519,2023-02-28,325,116,18,98.94,6600.67,0.2,0.15,Debit Card,"813 Amanda Tunnel
East Donaldhaven, CA 57050",2021-03-31,Pending
520,2020-04-14,552,181,6,271.67,9114.64,0.2,0.11,Debit Card,"8573 David Unions Suite 695
Anthonyton, AR 33628",2020-08-31,Cancelled
521,2023-12-12,287,5,8,248.46,5578.29,0.22,0.08,Cash,"3911 Tina Flats
North Jasmine, DC 87155",2020-07-22,Shipped
522,2020-01-12,819,30,17,494.76,621.03,0.19,0.08,Online Payment,"0050 Beverly Mission Suite 455
Lake Johnnyborough, OH 15248",2020-02-04,Pending
523,2020-10-21,887,169,19,494.72,8750.5,0.12,0.01,Cash,"249 Butler Knolls
North Christinebury, CA 58919",2022-09-17,Pending
524,2020-08-04,571,183,17,166.78,1886.04,0.04,0.0,Debit Card,"834 Carroll Viaduct
Taylorburgh, NE 72378",2021-08-29,Cancelled
525,2020-08-14,158,33,8,26.91,8407.23,0.24,0.13,Credit Card,"90316 Chelsea Mountains Apt. 203
East Lorraine, IL 03405",2023-12-26,Pending
526,2020-09-16,247,51,17,407.65,7818.47,0.18,0.08,Online Payment,"60325 Jonathon Points
Petersenstad, AR 16871",2022-12-15,Delivered
527,2021-05-30,248,72,3,158.45,379.12,0.29,0.13,Debit Card,"5875 Jennifer Pass Suite 066
Port Andrew, HI 10700",2020-11-06,Pending
528,2023-05-24,246,99,1,411.34,9436.36,0.29,0.16,Online Payment,"64147 April Shoal Apt. 849
North Gregoryfort, MI 67968",2021-10-04,Delivered
529,2021-03-28,35,158,12,355.95,6016.72,0.26,0.05,Online Payment,"2061 Smith Crossing
Nguyenborough, OK 44433",2020-01-31,Pending
530,2023-08-27,537,102,18,62.65,1052.15,0.2,0.13,Credit Card,"7233 Dunn Parkways
West Nicolefort, MI 25557",2021-02-22,Pending
531,2020-09-30,961,197,6,309.4,839.35,0.11,0.13,Online Payment,"24135 Mcknight Tunnel
Melissatown, NE 31186",2021-03-02,Shipped
532,2022-07-02,367,97,2,125.95,7946.86,0.13,0.15,Debit Card,"Unit 7605 Box 6213
DPO AP 14690",2020-01-25,Cancelled
533,2021-01-28,144,188,7,181.17,9513.47,0.06,0.14,Online Payment,"525 Brandon Knoll
Scottborough, SC 95940",2020-08-29,Cancelled
534,2020-07-26,206,160,18,130.04,8168.72,0.25,0.07,Online Payment,"8056 Johnny Oval Suite 520
Martinezshire, IL 65844",2020-07-28,Delivered
535,2023-02-12,87,87,16,118.06,2434.51,0.16,0.1,Credit Card,"67127 Michael Streets
West Thomasstad, WA 64628",2023-01-27,Delivered
536,2022-02-03,213,155,18,308.32,6054.93,0.19,0.11,Debit Card,"8576 Destiny Rest
Watkinsstad, TX 72404",2022-08-20,Cancelled
537,2023-12-04,95,177,8,151.57,9847.63,0.24,0.18,Credit Card,"80724 Rose Way Suite 397
Port Alexandra, CO 49209",2022-07-30,Cancelled
538,2020-03-24,836,30,2,24.05,2913.83,0.0,0.01,Cash,"992 Carla Lake Suite 223
West Lisaville, RI 48675",2022-08-06,Shipped
539,2020-09-24,633,42,10,143.42,8182.49,0.01,0.18,Debit Card,"509 Erin Alley Apt. 516
West Paulside, ID 64010",2022-09-05,Pending
540,2021-06-15,689,173,17,28.81,6823.48,0.21,0.13,Credit Card,"42263 Garza Plaza Apt. 384
Port Michellechester, VT 65730",2022-05-17,Shipped
541,2022-06-23,508,79,20,146.81,669.11,0.25,0.11,Credit Card,"19573 Kimberly Glens
North Markburgh, FL 58833",2020-05-26,Cancelled
542,2020-04-02,819,148,8,37.65,2803.06,0.05,0.15,Debit Card,"USNV Wood
FPO AA 80090",2023-01-30,Cancelled
543,2023-11-08,64,123,13,484.98,7687.05,0.1,0.18,Debit Card,"695 Kenneth Isle Apt. 851
East Justinmouth, WV 81424",2020-05-05,Shipped
544,2022-07-18,577,109,6,426.12,4567.47,0.02,0.19,Cash,"696 Steven Point Suite 687
South Tiffanyview, VA 55743",2021-05-21,Pending
545,2022-05-02,850,133,12,451.97,8403.83,0.19,0.08,Debit Card,"516 Logan Extensions
Timothystad, NC 02750",2023-02-18,Delivered
546,2023-10-24,122,122,7,460.77,9378.45,0.04,0.11,Online Payment,"Unit 3361 Box 0660
DPO AA 54692",2022-03-12,Delivered
